duration,num_actors,avg_width,avg_height,regions_in_event,type
91,3,146.96191193410849,131.4824183587047,2412,Loading
45,2,99.930577214637,75.30965472477605,519,Loading
197,2,57.153280725074396,49.1939049142574,2441,Loading
48,2,82.99652776669083,66.84643058080538,385,Loading
135,3,148.9841360910348,113.09351024210513,3923,Loading
71,2,104.18410267703939,72.31685550332972,773,Loading
71,2,93.11054832216713,88.4291011246604,666,Loading
107,3,99.86067462456428,99.50012059278882,1582,Loading
161,2,62.22946094667971,48.240742969523545,2458,Loading
57,3,97.61076179930532,96.1338975224689,647,Loading
113,3,100.03298247715966,100.0048739809859,1537,Loading
85,2,88.7919885856462,81.46714843499431,674,Loading
111,3,100.07358358271695,99.45748953778826,1536,Loading
69,3,95.46777231551478,91.38274773880975,1219,Loading
97,3,88.98990837076333,84.60152925415275,1161,Loading
108,2,81.98385528500668,70.49175273925792,687,Loading
112,3,100.06548976573741,99.56661044570136,1536,Loading
105,3,100.25534463316338,97.0069855421954,1531,Loading
70,3,91.21664798774974,82.33243541565686,886,Loading
70,2,108.28262290595168,75.15740041659163,777,Loading
70,3,95.26113944274648,90.8061986354326,1218,Loading
38,3,81.5423838427507,71.74455433285013,300,Loading
140,3,70.83771260131451,66.51232542178306,1949,Loading
51,2,79.63613547041923,65.26518756627013,338,Loading
64,2,130.06922809644584,92.34138715382771,813,Loading
831,2,112.91751487782757,96.82594629359966,21286,Loading
97,3,89.03006727093633,85.22680883427422,1160,Loading
104,3,100.2612005840595,96.92803556345301,1531,Loading
106,3,146.5716024240587,132.10076349562132,2985,Loading
93,3,88.47837386539582,76.63686689148996,1173,Loading
98,3,100.42954810717323,94.65837285505006,1526,Loading
57,2,86.00053175546269,71.8389340652894,370,Loading
60,3,85.36965086887392,73.78388404385356,1159,Loading
292,3,99.81869718711064,82.62106411528077,3823,Loading
57,3,97.79387020353087,96.52867077728736,644,Loading
208,2,47.31475072235436,36.55100884173925,8924,Loading
56,2,85.747281386437,71.41804469412564,371,Loading
96,3,152.07123568852552,115.3878720792024,2843,Loading
231,3,118.65763737633071,95.08178669588034,3858,Loading
62,2,133.22508374947728,93.19884827505207,808,Loading
102,2,74.86692040419898,54.08614287404244,4669,Loading
56,3,84.96368987885393,74.2202288749474,1155,Loading
136,3,149.3084828128217,107.60773321398165,3950,Loading
46,2,99.63687661643057,74.32153968027833,522,Loading
91,3,147.4174377766286,130.00562799742752,2402,Loading
96,3,88.83863901471949,82.24624464663427,1164,Loading
56,3,98.54373313746683,98.14534059836755,633,Loading
105,3,147.87143792048658,129.2331920060774,2981,Loading
34,3,85.56193870996289,78.81097468362321,288,Loading
101,3,89.46309398958093,91.96909419689736,1149,Loading
71,2,119.62440482837577,89.50347856259458,830,Loading
138,2,84.34839112853751,78.31816128695021,1827,Loading
61,2,133.6368210034742,92.72953240893894,804,Loading
126,3,99.66969563443078,104.90271021964607,1548,Loading
95,2,61.91749826814497,45.599331466911835,4790,Loading
91,3,147.5766265060349,129.48954667060178,2398,Loading
37,2,78.84971876331906,59.95464266167965,404,Loading
103,3,100.30291966440814,96.36557857480923,1529,Loading
144,3,67.27143303701295,62.95000400591013,1960,Loading
327,3,88.75856386235165,75.30551177103969,3803,Loading
135,3,148.93054725708282,113.99987486524081,3919,Loading
345,3,83.1359853878608,71.58654510653638,3792,Loading
113,3,99.79901944672287,101.18423333247601,1572,Loading
200,2,44.2084247596381,34.57001994150122,8472,Loading
91,3,147.10579450104115,131.01595879007422,2409,Loading
67,3,89.09524797079537,81.88558439140627,892,Loading
74,3,93.48801199633495,82.81087480736547,880,Loading
59,2,86.85062774921668,73.25175083478308,366,Loading
52,2,84.22282300139598,68.88447156049615,379,Loading
53,2,181.85924775461615,210.16192647586712,683,Loading
130,3,81.76589159580917,77.42837543038787,1913,Loading
91,3,147.5473572528742,129.5844360202606,2399,Loading
45,2,99.78858400486709,74.83193820786397,520,Loading
50,2,78.94512353922079,64.49244743504819,335,Loading
115,2,102.82509270323594,72.40941113242768,4408,Loading
91,3,88.30364818863782,73.91636415538323,1178,Loading
95,2,81.4671559096854,57.933200938613766,2481,Loading
96,2,63.973657215839346,46.94689995520608,4771,Loading
68,2,243.38105603265564,211.88632627363958,789,Loading
135,3,149.0573664439867,111.85494249654029,3929,Loading
121,2,94.51636937622526,89.65646376364161,1848,Loading
120,3,99.84656105338816,102.51820916855306,1543,Loading
137,3,149.3867483584911,106.28400368725353,3957,Loading
105,2,82.94747776529893,72.04520910614792,685,Loading
181,3,99.73424234742237,112.82145855381314,3008,Loading
90,3,88.16377459260937,71.73851309327789,1181,Loading
125,2,92.013599339778,86.86562737398941,1843,Loading
200,2,44.439276587789806,34.717240456880845,8505,Loading
99,2,71.00244339231655,46.59342694764386,2489,Loading
107,2,87.0379209109381,62.06279116394533,4556,Loading
365,3,76.84695832900684,67.42676644090287,3781,Loading
94,3,152.23792573650726,113.31236830142927,2796,Loading
99,3,151.7615085634482,119.24436996830984,2929,Loading
119,3,93.36830023773683,89.01790677127781,1875,Loading
91,3,147.5761832619093,129.49098364429523,2398,Loading
154,2,75.0029461995928,67.89706489959974,1809,Loading
78,3,95.82310891174475,83.30273887827903,873,Loading
91,3,146.705219491515,132.3146014966306,2418,Loading
45,2,99.88261065035402,75.1482778529198,519,Loading
214,2,49.67304168984909,38.0549553966763,9267,Loading
46,2,99.37307973644491,73.43403156011382,525,Loading
144,3,121.85198655834671,133.29055406717728,3011,Loading
113,3,99.80159257488033,101.11394827187657,1573,Loading
130,2,89.50160430141335,84.0645041938328,1838,Loading
100,3,99.94524494069779,97.19008027198794,1596,Loading
141,2,82.59642942133186,76.36455052186075,1824,Loading
53,3,84.7619238226852,74.43709595790303,1153,Loading
99,3,151.73263309975053,119.60390633364796,2937,Loading
114,2,98.71039658532283,94.33321935200412,1856,Loading
40,3,79.58286744905911,68.29970360198814,306,Loading
118,2,96.45288141273252,91.81586641821222,1852,Loading
104,3,99.90076432653635,98.40506937105557,1589,Loading
82,2,103.98289092638177,85.25360419487221,854,Loading
57,3,97.57029526326198,96.04665354143688,648,Loading
124,2,92.56566235783289,87.48123229882539,1844,Loading
100,3,151.6845340929617,120.2028003378557,2951,Loading
135,3,75.97726532678467,71.64617385173257,1932,Loading
158,3,141.638019323301,110.28180120631818,3900,Loading
114,3,140.4417639959963,145.6238208056646,3007,Loading
94,2,95.32208047040781,73.82601308356537,2468,Loading
39,2,79.53215138048914,61.088811335184005,401,Loading
138,3,73.42837152297746,69.10010901851567,1940,Loading
52,2,84.448528937563,69.25958347013221,378,Loading
127,3,84.57833387364664,80.2376962300064,1904,Loading
633,2,92.70180094908099,77.99190085577163,17437,Loading
57,3,97.61601240617463,96.14521758815533,647,Loading
226,3,120.26648731770055,96.14593534712427,3861,Loading
139,2,83.71456662921194,77.61138421530129,1826,Loading
45,2,81.67495853908189,64.65004901856848,391,Loading
205,2,46.26461739775591,35.88131014148421,8771,Loading
97,3,89.04274207588142,85.42415728455661,1159,Loading
46,2,99.70822106407606,74.56156820759628,521,Loading
91,3,147.1654142760208,130.822674675732,2408,Loading
74,2,95.2627961686836,66.13380152126221,763,Loading
136,3,149.28463146617327,108.01113846134487,3948,Loading
45,2,100.15790506263784,76.07446783041722,516,Loading
66,2,120.59582919199374,83.69126472084166,790,Loading
72,2,92.83745225210919,87.98884278959592,667,Loading
93,2,109.08451894218993,89.61273558283848,2455,Loading
62,2,216.59635909162947,211.1355758116284,743,Loading
92,2,142.95808602136682,128.46868430412877,2424,Loading
56,3,98.69094615495035,98.46272505873358,631,Loading
194,2,42.24499616327871,33.31788790433512,8186,Loading
135,3,148.99992711196768,112.82643179159103,3924,Loading
213,2,49.240501961377475,37.77911299916275,9204,Loading
28,3,91.37139488506833,89.02406063439709,272,Loading
108,3,144.9161442008897,135.75287548666662,2991,Loading
137,3,149.40315668649137,106.00648453022983,3958,Loading
61,2,215.31195748147573,211.09957521381114,741,Loading
91,3,147.36974081679685,130.16025898422745,2403,Loading
240,3,115.83759610810966,93.21651446951316,3853,Loading
76,3,86.86478596117935,72.17684670442263,1172,Loading
100,3,100.37919393738157,95.33724819146661,1527,Loading
108,3,145.5257498655303,134.40802236595107,2989,Loading
91,3,146.8272517258471,131.91897953492202,2415,Loading
46,2,82.1084904083539,65.37055717237435,389,Loading
133,2,139.25436937812174,96.28448428933291,4069,Loading
353,3,80.7881323130464,70.03359438152634,3788,Loading
74,2,96.50029718388967,66.99147136734541,764,Loading
152,2,63.45975245523641,48.00972929473431,2463,Loading
98,3,89.07954418903587,85.99717123069715,1158,Loading
123,2,93.57983726343427,88.6121377319279,1846,Loading
46,2,99.73786696553242,74.6613077430811,521,Loading
100,3,89.37081479386337,90.53229447121646,1151,Loading
28,3,91.0326511390335,88.42854551400322,273,Loading
54,2,82.31117262163289,68.25660995121692,348,Loading
96,3,88.85501029276972,82.50114768982532,1164,Loading
105,3,147.42192588590655,130.22486202748468,2982,Loading
100,3,151.6813421334631,120.24254430624543,2952,Loading
132,3,79.81437921959147,75.47902900204556,1919,Loading
95,3,88.76418680831588,81.08701358804909,1166,Loading
69,3,95.3057038545823,90.93054270199978,1218,Loading
124,2,121.35519282717937,84.55369552248592,4236,Loading
92,2,86.94395298141858,78.48792915115595,678,Loading
126,3,99.67976720676802,104.76692519753226,1548,Loading
122,2,94.12734189250688,89.22265960172298,1847,Loading
108,3,145.54163275479763,134.37298307016343,2989,Loading
46,2,99.31355164211104,73.2337575193363,526,Loading
91,3,88.32695203518355,74.27920824026985,1177,Loading
97,3,100.46436214850137,94.18900965997726,1525,Loading
91,3,146.83609644047448,131.89030544425424,2415,Loading
46,2,99.51864694620828,73.92377230572728,523,Loading
58,3,97.24852944590745,95.35294131373433,652,Loading
197,2,43.10901208175976,33.86889445183963,8312,Loading
91,3,88.23536021732205,72.85311108202389,1179,Loading
46,2,99.6727156626435,74.4421151947979,522,Loading
190,3,67.79064697556102,58.571840313413034,1235,Loading
197,2,43.10052445619553,33.863481661220135,8310,Loading
91,3,147.0755421929486,131.11403515112164,2410,Loading
64,3,85.78395532093217,73.33857129066052,1162,Loading
98,3,99.96139538160864,96.74893057066845,1599,Loading
90,3,100.6640557350004,91.49673906400383,1519,Loading
130,2,89.13958994849658,83.66082234732536,1837,Loading
57,3,97.94338128267253,96.85100975235407,642,Loading
71,3,91.51771923294964,82.39585296690358,885,Loading
97,3,100.45826201548866,94.27125170404872,1525,Loading
44,2,81.44268431166299,64.26402093935185,392,Loading
186,3,96.67609914890133,109.99126824927232,3008,Loading
138,3,72.82072705741076,68.49313896642194,1942,Loading
124,3,134.07270207517786,144.6003418452689,3012,Loading
104,3,148.693780153191,127.41902002229054,2978,Loading
95,3,88.80233128586768,81.6809283318492,1165,Loading
58,3,97.35898307840034,95.59107423936472,651,Loading
141,3,70.42631952622114,66.10138894433561,1950,Loading
99,3,89.2554414898128,88.73591631336859,1154,Loading
308,2,59.607681215395615,47.15964051680682,11135,Loading
56,3,98.29521677779393,97.60955081526807,637,Loading
92,2,132.29744210488906,116.23999187305513,2434,Loading
41,2,80.4109013244938,62.5492495282861,397,Loading
212,2,48.88621207558127,37.553172663327814,9152,Loading
66,2,117.9120431655993,81.83122394520267,787,Loading
45,3,83.95205926377062,75.30757421284832,1146,Loading
73,3,94.15418725928853,87.71756960799944,1212,Loading
102,3,149.95883572095252,124.62817665113236,2973,Loading
135,2,86.15329813141005,80.33081129881676,1831,Loading
84,2,89.16488968869122,82.06830252240198,673,Loading
56,2,192.07182760634925,210.4481757120969,700,Loading
64,2,226.39252306091166,211.41015329301894,760,Loading
64,2,125.72682977607204,87.24738663680338,796,Loading
58,3,83.26061094558487,80.6565783057983,909,Loading
51,2,83.88841979120212,68.32871025047271,380,Loading
99,3,89.27296029598116,89.00868652664619,1154,Loading
143,2,81.86757131564715,75.55180156985342,1822,Loading
37,2,78.90779911585189,60.05116928530732,404,Loading
55,3,81.88755901216769,80.3673590836369,913,Loading
78,2,109.74549435420643,86.81933119244493,845,Loading
107,3,146.49143941929924,132.2776113718304,2986,Loading
91,3,147.01299410218238,131.3168127082605,2411,Loading
46,2,82.21037825502404,65.53988964710757,388,Loading
46,2,82.23679759015023,65.58379725281259,388,Loading
93,2,125.91277364079191,108.91621785588346,2440,Loading
93,3,152.42332368866371,111.0039272472025,2744,Loading
45,2,99.95210645633327,75.38208688101484,518,Loading
99,3,151.77139055673493,119.12132654342089,2926,Loading
136,3,149.29610813024078,107.81703007093401,3949,Loading
57,3,98.27573504404985,97.5675490979128,637,Loading
58,2,85.84233640456144,72.20541581373487,361,Loading
198,2,43.47514358874615,34.10238651290242,8365,Loading
135,3,149.0557998026095,111.88143958962334,3929,Loading
63,2,223.53258714809292,211.32999191532636,755,Loading
71,3,91.56487535419252,82.40578591727063,885,Loading
76,3,92.84179215487822,84.05571169261925,1206,Loading
57,3,98.20879275849234,97.42322462484289,638,Loading
136,3,149.11167483151564,110.93640783986393,3934,Loading
50,2,83.70960916540042,68.03153598715133,381,Loading
203,2,45.34305405652563,35.29360403087143,8637,Loading
320,2,60.83012564485955,48.298535438395724,11368,Loading
102,3,100.33282764338537,95.96235895320277,1528,Loading
45,2,100.2753351511652,76.46954512293613,514,Loading
93,2,119.57801031535297,101.64968940437952,2446,Loading
147,2,79.25942602886875,72.64346134288888,1817,Loading
50,2,83.50038414448076,67.68381452942795,382,Loading
98,3,151.88391178616143,117.72029367084053,2895,Loading
102,3,99.9206524662283,97.8618243331438,1592,Loading
203,2,45.46856472626495,35.37364561266268,8655,Loading
151,2,77.08260471105733,70.216090046666,1813,Loading
45,2,100.29630619516753,76.54009930023119,514,Loading
93,2,86.59259857551794,77.92151050687974,678,Loading
98,3,89.1064396024909,86.41593650464398,1158,Loading
136,3,148.5363458171007,114.84459146130423,3913,Loading
46,2,82.24162291029324,65.59181669210686,388,Loading
98,3,89.15255953061347,87.13403010699597,1157,Loading
93,2,115.09492133777005,96.50719363418864,2450,Loading
68,2,241.45455632005797,211.83232825557423,786,Loading
239,2,52.61329170369664,40.64329138674302,9804,Loading
69,2,122.30034241332247,90.23054364230148,826,Loading
368,2,65.70602130259668,52.84118185155771,12296,Loading
232,2,52.18511702988544,50.12678443443426,2423,Loading
109,2,90.55432546723122,64.36737757613318,4523,Loading
97,3,89.01263691857348,84.95541585887244,1160,Loading
45,2,100.14628376827339,76.03536959272832,516,Loading
95,3,99.9995748913327,95.70605629842673,1605,Loading
61,3,85.27860592169901,81.081648125164,903,Loading
46,2,99.18903345232148,72.81483329039003,527,Loading
78,3,92.2589638152023,82.42949824380491,1203,Loading
94,3,88.70681438413769,80.19371707977453,1168,Loading
213,2,49.14572502855639,37.71867116074313,9190,Loading
61,2,134.1161807783224,93.44096361284937,807,Loading
36,2,78.57752381579492,59.50226835423779,406,Loading
42,2,80.66423482291071,62.97027705631546,396,Loading
189,3,131.9049267739727,103.84399924451358,3882,Loading
91,3,146.9109646363951,131.64758676667026,2413,Loading
43,2,81.22822743056904,63.907604393257024,393,Loading
195,2,42.30724164587627,33.35758354851275,8195,Loading
93,3,88.50980543800165,77.12626078516884,1172,Loading
66,2,233.14326611215955,211.59937042232983,772,Loading
212,2,49.011214156604716,37.632889904205385,9170,Loading
459,2,74.97043511518851,61.472407605750725,14060,Loading
114,2,100.2856675940522,70.74511895338364,4432,Loading
56,3,82.2612343202698,80.44606993158075,912,Loading
46,2,75.51969112273075,60.66187812719328,322,Loading
148,3,62.90560671235762,58.58902323200172,1975,Loading
49,2,77.5323274961051,62.91255546725886,330,Loading
45,2,99.95140974230404,75.37974288301756,518,Loading
142,2,82.2156849595597,75.9399827495133,1823,Loading
57,3,98.25525615792283,97.52339756611602,637,Loading
102,3,99.9178247295572,97.93906403172289,1592,Loading
108,3,100.15163279234464,98.4052294436934,1534,Loading
99,3,151.7660484514015,119.18784257083247,2928,Loading
135,3,149.06631785048506,111.70354457314686,3930,Loading
148,3,144.64434517762987,112.27028846098402,3906,Loading
45,2,100.20770928154762,76.24202723712168,515,Loading
45,2,100.16586802342448,76.10125811072331,516,Loading
57,2,84.38110610779889,70.57136111759178,356,Loading
140,2,83.41430157537192,77.2765589510564,1825,Loading
167,2,61.40798853788832,48.394992071116945,2455,Loading
104,3,100.27155054149331,96.788497351149,1530,Loading
108,3,100.16029332374319,98.28846808726443,1534,Loading
109,2,89.32501362736744,63.56170936670557,4534,Loading
62,2,216.41905203593916,211.13060605765767,743,Loading
106,3,146.88507798207164,131.40920400574964,2984,Loading
111,3,143.03502291987786,139.9028235136501,2998,Loading
84,2,89.11771880003053,81.99225830506535,674,Loading
46,2,99.49873963713351,73.85679691748373,524,Loading
62,2,129.31625534049888,89.73509536070807,799,Loading
58,3,83.38416999427308,80.68260474448053,909,Loading
45,2,100.14262252297259,76.02305183925618,516,Loading
95,3,152.17428162110343,114.10481874195077,2814,Loading
90,3,100.64353436434706,91.77340835402794,1519,Loading
91,3,147.67464805668536,129.17176605820626,2396,Loading
58,3,83.63212564578578,80.73483404398165,908,Loading
145,3,145.73921445509257,112.99447263437457,3908,Loading
60,2,208.81917248844712,210.9175884120195,729,Loading
45,2,100.27850874498799,76.48022224045165,514,Loading
95,3,88.77324398862046,81.22803512682472,1166,Loading
94,2,107.5005493241164,87.79578367718042,2457,Loading
58,3,97.48977103797827,95.87304703417999,649,Loading
57,3,98.14873176698286,97.29373590363373,639,Loading
44,3,83.88444730041599,75.3802465420996,1145,Loading
68,2,240.58043787713592,211.80782751821957,785,Loading
68,2,93.98500313850131,89.83881024807145,665,Loading
174,3,103.97815832096873,116.74903455726047,3008,Loading
69,2,244.2556298370424,211.910839774358,791,Loading
45,2,100.15032990028885,76.04898224432284,516,Loading
136,3,149.10466613811528,111.05494805214389,3933,Loading
98,3,99.95814434305069,96.83773277097596,1599,Loading
73,2,116.84095464981735,88.74720179540904,834,Loading
91,3,147.24359868218306,130.56920502232265,2406,Loading
149,2,78.21990499110467,71.48429246290691,1815,Loading
83,2,102.96768177035388,84.97776699668833,856,Loading
56,3,98.53232417493055,98.12074340255015,633,Loading
148,3,63.08447857792825,58.76769657096195,1974,Loading
70,2,120.88366987847107,89.84562691806076,828,Loading
214,2,49.634593054242856,38.030435651717326,9261,Loading
45,2,100.21100945059693,76.25313019948173,515,Loading
57,2,198.76413544207185,210.63575495597084,712,Loading
67,2,237.42569535810884,211.7194029820413,779,Loading
201,3,87.75346086025237,101.73372020911788,3007,Loading
36,2,78.55742495829772,59.46886506434072,406,Loading
50,2,83.58410557032516,67.82295532678255,382,Loading
207,2,47.01776662171687,36.36161397012198,8880,Loading
157,3,74.4535043349888,62.59621931990868,1217,Loading
82,2,89.64174533245729,82.83704178600985,673,Loading
151,2,77.12186254307122,70.25986641627554,1813,Loading
104,3,148.9268815990916,126.90477413327383,2977,Loading
73,2,117.06276210885594,88.8074679461566,834,Loading
99,3,151.8237259845051,118.46968369273145,2912,Loading
148,3,119.42370770077653,131.04327824217987,3010,Loading
31,3,88.47301985754933,83.92868640634539,280,Loading
77,3,92.611272035932,83.41251215660996,1205,Loading
103,3,149.450286139272,125.75008960508247,2975,Loading
97,3,99.97434600132163,96.39518406617242,1601,Loading
75,2,37.763546915174935,38.39230663663801,1031,Misc
103,2,128.5858559512386,105.83196686017078,2103,Misc
797,2,23.211767696541017,33.18881675876845,5442,Misc
67,2,48.15532760303144,39.783917610552706,1378,Misc
480,2,40.1344953680705,37.272569828034776,5183,Misc
85,2,107.18466026545131,87.02287077152484,1917,Misc
729,2,23.23138203270865,32.15942405655213,6421,Misc
678,2,23.246064577983955,31.388859871907627,7154,Misc
74,2,39.18527446903934,38.58269668867083,1078,Misc
92,2,124.41745129414498,101.88921729809387,2036,Misc
307,2,49.17729175706306,39.41056574425439,5086,Misc
63,2,52.37011621596107,40.348339268655785,1518,Misc
366,2,46.12080390275292,38.68791776354298,5119,Misc
433,2,42.575412465458754,37.84967789964847,5157,Misc
81,2,98.68645515537628,79.69165774805839,1859,Misc
776,2,23.217851938857695,32.869505690283816,5746,Misc
139,2,116.76345855291869,97.10012266645268,2185,Misc
93,2,127.84549786307947,104.84651702500057,2059,Misc
94,2,129.31912116280205,106.11777915467097,2069,Misc
576,2,35.09496075843015,36.08106844377561,5237,Misc
507,2,23.808591957975,28.022055374336027,14371,Misc
797,2,23.211646496364317,33.195177543876646,5436,Misc
67,2,64.9689161985797,50.60428488314027,1627,Misc
75,2,84.9374435345702,67.83069043217827,1764,Misc
300,2,63.81543135394799,57.99350932152623,2553,Misc
423,2,23.4009240586612,27.41528501185294,11571,Misc
490,2,23.727842757652102,27.901868767461615,13817,Misc
89,2,118.74248106592246,96.99354637628883,1997,Misc
80,2,94.74280578758953,76.28955892476364,1832,Misc
289,2,67.51814097297834,60.728274733197225,2528,Misc
515,2,23.292857578994223,28.933086026537694,9490,Misc
234,2,52.999956505228596,40.31436156902858,5045,Misc
139,2,116.6170561871838,96.99199208987685,2186,Misc
89,2,116.75481664337902,95.27883237349832,1983,Misc
408,2,23.324683111418736,27.301808460787157,11047,Misc
801,2,23.21058160469627,33.25106481441047,5383,Misc
242,2,82.8634678122479,72.06210141383517,2421,Misc
663,2,30.503151717473262,34.99542319032543,5286,Misc
769,2,24.953917514473474,33.6834131047504,5345,Misc
291,2,50.033145674091074,39.61291600193727,5077,Misc
654,2,31.01885588377185,35.11735155784524,5280,Misc
70,2,44.00788196828583,39.22851415926826,1239,Misc
67,2,63.30723480365215,49.17078920663532,1616,Misc
64,2,56.80273519472638,43.55950169045673,1571,Misc
225,2,88.40115806869711,76.15215581509028,2382,Misc
351,2,47.200258197235414,45.72179332620034,2669,Misc
73,2,78.87385561507656,62.59976764924567,1723,Misc
68,2,46.814815017909865,39.604403427164875,1333,Misc
744,2,24.96587042129466,29.74454143189491,22320,Misc
872,2,25.591604546112663,30.67588020635554,26618,Misc
67,2,47.70998589805704,39.7242798619897,1363,Misc
659,2,24.551080875880277,29.127171255707577,19471,Misc
338,2,47.59190753536443,39.03573202625134,5103,Misc
254,2,79.01456912225896,69.21936296188925,2448,Misc
65,2,50.73506646356853,40.129382263434834,1464,Misc
243,2,82.47879114630582,71.77798503719885,2424,Misc
77,2,87.5320961156831,70.06903965388325,1782,Misc
728,2,27.104183584960673,34.19180231089058,5322,Misc
560,2,35.94795294980684,36.28274210126838,5228,Misc
460,2,23.308715056498954,28.100859461263198,10281,Misc
785,2,24.118853818981655,33.48597829654018,5354,Misc
66,2,49.10963368562466,39.91171311133364,1410,Misc
653,2,23.25339330241646,31.00423633008107,7520,Misc
624,2,32.552253939385665,35.47989414310482,5264,Misc
74,2,40.02856018354258,38.695624943192165,1107,Misc
67,2,63.87099630908351,49.657133750831775,1620,Misc
422,2,23.835245380632436,28.464747684358066,2831,Misc
412,2,43.71182764235964,38.11836149074443,5145,Misc
231,2,86.62700071620046,74.84178998528475,2395,Misc
726,2,24.87868561969987,29.614776116166755,21721,Misc
76,2,87.40803316246426,69.96201329636578,1781,Misc
91,2,123.88836336619492,101.43278487998856,2032,Misc
410,2,43.78545062315992,38.13576823369426,5144,Misc
79,2,93.3891210836199,75.12176516092003,1823,Misc
717,2,23.234811043943992,31.979463893164095,6592,Misc
75,2,84.20839764827491,67.20175871929501,1759,Misc
220,2,90.1376776905098,77.43472298536298,2370,Misc
140,2,116.35964948293106,96.8018753850981,2188,Misc
63,2,52.365438282429174,40.34771282513915,1518,Misc
378,2,38.29841385806125,39.14702552001523,2731,Misc
64,2,51.981324339468756,40.29627436677349,1505,Misc
263,2,75.95371405994263,66.95866163345161,2469,Misc
510,2,23.294582514317547,28.84255857669449,9576,Misc
80,2,95.48990105467738,76.93406143804745,1837,Misc
63,2,52.876495135686014,40.41615079035887,1535,Misc
506,2,38.76190787667234,36.948047819020445,5197,Misc
759,2,25.04110814864099,29.856524796715092,22837,Misc
582,2,34.78355218830687,36.007441854990546,5240,Misc
347,2,48.45558615009604,46.648959596043014,2660,Misc
65,2,59.14111854124418,45.57677312857774,1587,Misc
90,2,121.30577444637512,99.20484271125972,2014,Misc
384,2,36.22188438017895,37.61333220438469,2745,Misc
67,2,65.08506028947536,50.704479813804326,1628,Misc
859,2,25.526961424864076,30.57966578727063,26174,Misc
596,2,24.242653513864404,28.668109890893028,17353,Misc
836,2,25.416826054794374,30.41574098835493,25418,Misc
74,2,80.23149698836563,63.77097474393603,1732,Misc
129,2,120.11649475216922,99.57662457053459,2162,Misc
683,2,24.66964058142661,29.303634783082003,20286,Misc
671,2,23.24801826004351,31.286327416189206,7251,Misc
74,2,39.34779274655085,38.6044602559785,1084,Misc
69,2,68.24202988953091,53.427927453256586,1650,Misc
64,2,56.40560743351796,43.21690838078247,1568,Misc
370,2,40.6842176177653,40.90914414998812,2714,Misc
71,2,74.98814116333934,59.24764799279314,1696,Misc
68,2,67.04771798576851,52.397621068610306,1642,Misc
885,2,25.65518726208759,30.77051632483508,27055,Misc
386,2,35.41321787758163,37.016063336873756,2751,Misc
690,2,24.703364212480615,29.353828825520296,20517,Misc
74,2,39.91750424620663,38.68075293369184,1103,Misc
83,2,102.90549890864563,83.33133319833354,1888,Misc
69,2,44.89347521393973,39.34710800916704,1269,Misc
72,2,77.41254799227173,61.33912998084006,1713,Misc
911,2,25.78153479796258,30.958571210369982,27923,Misc
65,2,49.851182228361736,40.01101727495684,1434,Misc
218,2,90.77213871033398,77.90332631389596,2366,Misc
250,2,52.19861088698624,40.12489875403386,5054,Misc
474,2,23.647364442297455,27.78208534408695,13264,Misc
65,2,59.396284253220216,45.796898927678896,1589,Misc
432,2,23.317012536947868,27.665394006409322,10696,Misc
86,2,109.7368844676182,89.22461797194832,1935,Misc
726,2,23.232245910801193,32.11408630989247,6464,Misc
86,2,111.70185189126634,90.91975177730424,1948,Misc
74,2,39.55215464572211,38.63182729441775,1091,Misc
490,2,23.30014490859668,28.550634953643875,9854,Misc
83,2,102.4206741940393,82.91308567244052,1885,Misc
78,2,91.0857459543721,73.13469453521222,1807,Misc
573,2,35.26170650889216,36.12049228107097,5235,Misc
304,2,62.50833064602856,57.028104476594095,2562,Misc
273,2,72.72540985786722,64.57428489896171,2491,Misc
178,2,103.82114232930012,87.54112333975709,2275,Misc
422,2,23.31978773024567,27.519747286398907,10834,Misc
352,2,46.81039385483472,38.8509580928831,5112,Misc
689,2,23.242808893617624,31.559723555428665,6991,Misc
64,2,51.45571500792063,40.225887612496706,1488,Misc
610,2,23.265751494872504,30.355658013786503,8137,Misc
521,2,37.98114418721239,36.763451206668336,5206,Misc
265,2,51.396335733334446,39.935216168204555,5063,Misc
70,2,43.95542672820703,39.22148963768474,1238,Misc
521,2,37.96524006494626,36.75969098173422,5206,Misc
87,2,112.42646586561543,91.54486017806946,1953,Misc
363,2,46.27982772320446,38.72551589846515,5117,Misc
301,2,63.421824755896345,57.70279743188067,2556,Misc
94,2,129.81125743829685,106.54233420194211,2073,Misc
84,2,106.20351480908786,86.17645835214478,1911,Misc
74,2,40.00316550661099,38.69222422562907,1106,Misc
605,2,33.549127963188226,35.71558590262179,5253,Misc
730,2,26.991030100338378,34.165049337847535,5323,Misc
737,2,26.666198449751583,34.0882491189176,5327,Misc
76,2,84.97951906684406,67.8669880604633,1765,Misc
394,2,44.64912236206639,38.339966865544916,5135,Misc
327,2,48.123943551507494,39.161521746694476,5098,Misc
501,2,39.04412999472238,37.014773830521975,5194,Misc
750,2,25.954229384417967,33.919917677107094,5334,Misc
620,2,23.262858632805138,30.50748018483612,7992,Misc
81,2,99.08387979071023,80.03450716445485,1862,Misc
66,2,48.94720167367275,39.88996109624238,1404,Misc
76,2,86.95344947702159,69.56985403546236,1778,Misc
277,2,50.75205609529551,39.78288859432404,5069,Misc
332,2,53.217057764046814,50.165710629275765,2627,Misc
71,2,42.542948727720166,39.032338235732276,1190,Misc
