video,obj_id,frame,x1,y1,x2,y2
VIRAT_S_000203_04_000903_001086,36,4440,656,542,754,656
VIRAT_S_000203_04_000903_001086,36,4445,664,542,754,652
VIRAT_S_000203_04_000903_001086,36,4450,670,542,754,652
VIRAT_S_000203_04_000903_001086,36,4455,674,542,754,646
VIRAT_S_000203_04_000903_001086,36,4460,672,544,754,646
VIRAT_S_000203_04_000903_001086,36,4465,666,546,754,644
VIRAT_S_000203_04_000903_001086,36,4470,668,546,754,642
VIRAT_S_000203_04_000903_001086,36,4475,664,546,754,638
VIRAT_S_000203_04_000903_001086,36,4480,660,546,750,636
VIRAT_S_000203_04_000903_001086,36,4485,658,546,752,634
VIRAT_S_000203_04_000903_001086,36,4490,656,550,760,634
VIRAT_S_000203_04_000903_001086,36,4495,656,550,766,632
VIRAT_S_000203_04_000903_001086,37,4595,870,682,998,720
VIRAT_S_000203_04_000903_001086,37,4600,858,666,1018,720
VIRAT_S_000203_04_000903_001086,37,4605,860,656,1038,720
VIRAT_S_000203_04_000903_001086,37,4610,882,644,1054,720
VIRAT_S_000203_04_000903_001086,37,4615,904,634,1070,720
VIRAT_S_000203_04_000903_001086,37,4620,922,624,1084,720
VIRAT_S_000203_04_000903_001086,37,4625,946,612,1090,712
VIRAT_S_000203_04_000903_001086,37,4870,930,616,1070,714
VIRAT_S_000203_04_000903_001086,37,4875,950,604,1086,708
VIRAT_S_000203_04_000903_001086,37,4880,970,594,1102,700
VIRAT_S_000203_04_000903_001086,37,4885,978,586,1104,686
VIRAT_S_000203_04_000903_001086,37,4890,1004,578,1120,672
VIRAT_S_000203_04_000903_001086,37,4895,1014,568,1136,666
VIRAT_S_000203_04_000903_001086,37,4900,1038,558,1146,650
VIRAT_S_000203_04_000903_001086,37,4905,1048,550,1150,638
VIRAT_S_000203_04_000903_001086,37,4910,1066,542,1154,632
VIRAT_S_000203_04_000903_001086,37,4915,1082,534,1156,620
VIRAT_S_000203_04_000903_001086,37,4920,1096,524,1158,606
VIRAT_S_000203_04_000903_001086,37,4925,1112,522,1192,598
VIRAT_S_000203_04_000903_001086,38,4610,560,584,686,652
VIRAT_S_000203_04_000903_001086,38,4615,556,584,684,654
VIRAT_S_000203_04_000903_001086,38,4620,554,586,678,656
VIRAT_S_000203_04_000903_001086,38,4625,552,586,686,656
VIRAT_S_000203_04_000903_001086,38,4630,528,594,686,666
VIRAT_S_000203_04_000903_001086,38,4635,526,592,672,668
VIRAT_S_000203_04_000903_001086,38,4640,520,598,684,670
VIRAT_S_000203_04_000903_001086,38,4660,506,600,680,676
VIRAT_S_000203_04_000903_001086,38,4670,502,598,686,676
VIRAT_S_000203_04_000903_001086,38,4675,502,602,672,678
VIRAT_S_000203_04_000903_001086,39,4630,1052,552,1152,642
VIRAT_S_000203_04_000903_001086,39,4635,1072,542,1154,624
VIRAT_S_000203_04_000903_001086,39,4640,1088,534,1196,622
VIRAT_S_000203_04_000903_001086,39,4645,1104,526,1194,608
VIRAT_S_000203_04_000903_001086,39,4650,1124,524,1202,600
VIRAT_S_000203_04_000903_001086,39,4655,1138,524,1216,578
VIRAT_S_000203_04_000903_001086,39,4660,1158,502,1230,564
VIRAT_S_000203_04_000903_001086,39,4665,1160,496,1240,556
VIRAT_S_000203_04_000903_001086,39,4670,1166,490,1246,548
VIRAT_S_000203_04_000903_001086,39,4675,1170,484,1254,544
VIRAT_S_000203_04_000903_001086,39,4680,1174,478,1256,538
VIRAT_S_000203_04_000903_001086,39,4855,1168,480,1248,546
VIRAT_S_000203_04_000903_001086,39,4860,1166,474,1248,542
VIRAT_S_000203_04_000903_001086,39,4865,1166,470,1254,542
VIRAT_S_000203_04_000903_001086,39,4870,1174,470,1256,536
VIRAT_S_000203_04_000903_001086,39,4875,1180,466,1256,528
VIRAT_S_000203_04_000903_001086,40,4650,512,600,578,674
VIRAT_S_000203_04_000903_001086,40,4655,508,600,580,676
VIRAT_S_000203_04_000903_001086,40,4665,502,602,580,676
VIRAT_S_000203_04_000903_001086,40,4710,488,610,560,684
VIRAT_S_000203_04_000903_001086,40,4720,488,610,562,686
VIRAT_S_000203_04_000903_001086,40,4725,492,612,562,684
VIRAT_S_000203_04_000903_001086,40,4815,468,608,550,678
VIRAT_S_000203_04_000903_001086,40,4825,460,602,550,678
VIRAT_S_000203_04_000903_001086,40,4830,460,602,550,680
VIRAT_S_000203_04_000903_001086,40,4835,460,600,550,678
VIRAT_S_000203_04_000903_001086,41,4665,1080,698,1256,720
VIRAT_S_000203_04_000903_001086,41,4670,1066,692,1246,720
VIRAT_S_000203_04_000903_001086,41,4675,1044,686,1244,720
VIRAT_S_000203_04_000903_001086,41,4680,1018,680,1234,720
VIRAT_S_000203_04_000903_001086,41,4685,996,674,1220,720
VIRAT_S_000203_04_000903_001086,41,4690,986,666,1204,720
VIRAT_S_000203_04_000903_001086,41,4695,976,660,1186,720
VIRAT_S_000203_04_000903_001086,41,4700,968,654,1172,720
VIRAT_S_000203_04_000903_001086,41,4705,966,648,1156,720
VIRAT_S_000203_04_000903_001086,41,4710,966,640,1144,720
VIRAT_S_000203_04_000903_001086,41,4715,966,634,1134,720
VIRAT_S_000203_04_000903_001086,41,4720,964,626,1134,720
VIRAT_S_000203_04_000903_001086,41,4725,966,620,1134,720
VIRAT_S_000203_04_000903_001086,41,4730,966,612,1124,720
VIRAT_S_000203_04_000903_001086,41,4735,968,608,1118,718
VIRAT_S_000203_04_000903_001086,41,4740,974,602,1122,714
VIRAT_S_000203_04_000903_001086,41,4745,978,596,1114,706
VIRAT_S_000203_04_000903_001086,41,4750,984,588,1112,702
VIRAT_S_000203_04_000903_001086,41,4755,984,582,1118,698
VIRAT_S_000203_04_000903_001086,41,4760,994,578,1120,690
VIRAT_S_000203_04_000903_001086,41,4765,998,572,1130,686
VIRAT_S_000203_04_000903_001086,41,4770,1010,566,1132,680
VIRAT_S_000203_04_000903_001086,41,4775,1016,562,1136,670
VIRAT_S_000203_04_000903_001086,41,4780,1026,554,1146,664
VIRAT_S_000203_04_000903_001086,41,4785,1034,550,1148,652
VIRAT_S_000203_04_000903_001086,41,4790,1040,544,1152,650
VIRAT_S_000203_04_000903_001086,41,4795,1048,540,1154,638
VIRAT_S_000203_04_000903_001086,41,4800,1064,534,1154,638
VIRAT_S_000203_04_000903_001086,41,4805,1076,530,1156,632
VIRAT_S_000203_04_000903_001086,41,4810,1086,524,1188,622
VIRAT_S_000203_04_000903_001086,41,4815,1098,524,1190,618
VIRAT_S_000203_04_000903_001086,41,4820,1110,522,1196,608
VIRAT_S_000203_04_000903_001086,41,4825,1122,524,1200,600
VIRAT_S_000203_04_000903_001086,41,4830,1128,524,1208,578
VIRAT_S_000203_04_000903_001086,41,4835,1146,498,1214,570
VIRAT_S_000203_04_000903_001086,41,4840,1144,492,1230,562
VIRAT_S_000203_04_000903_001086,41,4845,1150,488,1238,554
VIRAT_S_000203_04_000903_001086,41,4850,1160,484,1236,552
VIRAT_S_000203_04_000903_001086,41,4950,1168,486,1244,544
VIRAT_S_000203_04_000903_001086,41,4955,1168,482,1248,540
VIRAT_S_000203_04_000903_001086,41,4960,1174,474,1254,536
VIRAT_S_000203_04_000903_001086,42,4840,854,682,980,720
VIRAT_S_000203_04_000903_001086,42,4845,852,672,996,720
VIRAT_S_000203_04_000903_001086,42,4850,852,660,1016,720
VIRAT_S_000203_04_000903_001086,42,4855,862,650,1026,720
VIRAT_S_000203_04_000903_001086,42,4860,888,638,1038,720
VIRAT_S_000203_04_000903_001086,42,4865,908,628,1056,720
VIRAT_S_000203_04_000903_001086,43,5110,264,564,328,644
VIRAT_S_000203_04_000903_001086,43,5115,256,564,324,642
VIRAT_S_000203_04_000903_001086,44,5160,204,556,268,640
VIRAT_S_000203_04_000903_001086,45,5210,884,684,1008,720
VIRAT_S_000203_04_000903_001086,45,5215,880,670,1032,720
VIRAT_S_000203_04_000903_001086,45,5220,880,658,1056,720
VIRAT_S_000203_04_000903_001086,45,5225,900,642,1080,720
VIRAT_S_000203_04_000903_001086,45,5230,920,632,1088,720
VIRAT_S_000203_04_000903_001086,45,5235,938,620,1098,718
VIRAT_S_000203_04_000903_001086,45,5240,968,610,1110,712
VIRAT_S_000203_04_000903_001086,45,5245,988,598,1120,704
VIRAT_S_000203_04_000903_001086,45,5250,1000,590,1136,690
VIRAT_S_000203_04_000903_001086,45,5255,1018,578,1144,684
VIRAT_S_000203_04_000903_001086,45,5260,1032,568,1146,666
VIRAT_S_000203_04_000903_001086,45,5265,1042,560,1152,650
VIRAT_S_000203_04_000903_001086,45,5270,1062,550,1154,646
VIRAT_S_000203_04_000903_001086,45,5275,1074,542,1154,632
VIRAT_S_000203_04_000903_001086,45,5280,1090,534,1196,624
VIRAT_S_000203_04_000903_001086,45,5285,1110,526,1194,616
VIRAT_S_000203_04_000903_001086,45,5290,1120,526,1200,598
VIRAT_S_000203_04_000903_001086,46,5295,1168,486,1248,544
VIRAT_S_000203_04_000903_001086,46,5300,1164,480,1252,540
VIRAT_S_000203_04_000903_001086,46,5305,1176,478,1256,534
VIRAT_S_000203_09_001789_001842,0,0,0,0,1280,720
VIRAT_S_000203_09_001789_001842,1,55,1104,460,1200,512
VIRAT_S_000203_09_001789_001842,1,60,1094,462,1192,518
VIRAT_S_000203_09_001789_001842,1,65,1080,468,1178,520
VIRAT_S_000203_09_001789_001842,1,80,1056,482,1156,542
VIRAT_S_000203_09_001789_001842,1,85,1048,486,1152,546
VIRAT_S_000203_09_001789_001842,1,90,1056,490,1142,554
VIRAT_S_000203_09_001789_001842,1,95,1040,496,1136,562
VIRAT_S_000203_09_001789_001842,1,100,1032,502,1132,568
VIRAT_S_000203_09_001789_001842,1,105,1024,506,1128,574
VIRAT_S_000203_09_001789_001842,1,110,1004,508,1120,576
VIRAT_S_000203_09_001789_001842,1,115,992,514,1108,584
VIRAT_S_000203_09_001789_001842,1,120,982,518,1098,590
VIRAT_S_000203_09_001789_001842,1,125,970,526,1092,598
VIRAT_S_000203_09_001789_001842,1,130,960,530,1084,602
VIRAT_S_000203_09_001789_001842,1,135,952,534,1076,608
VIRAT_S_000203_09_001789_001842,1,140,946,538,1068,616
VIRAT_S_000203_09_001789_001842,1,145,936,542,1062,620
VIRAT_S_000203_09_001789_001842,1,150,926,546,1056,626
VIRAT_S_000203_09_001789_001842,1,155,914,550,1046,632
VIRAT_S_000203_09_001789_001842,1,160,906,554,1042,640
VIRAT_S_000203_09_001789_001842,1,165,898,558,1032,640
VIRAT_S_000203_09_001789_001842,1,170,892,564,1028,644
VIRAT_S_000203_09_001789_001842,1,175,882,566,1024,654
VIRAT_S_000203_09_001789_001842,1,180,878,568,1014,656
VIRAT_S_000203_09_001789_001842,1,185,870,572,1012,662
VIRAT_S_000203_09_001789_001842,1,190,866,576,1006,664
VIRAT_S_000203_09_001789_001842,1,195,858,580,1000,666
VIRAT_S_000203_09_001789_001842,1,200,856,582,998,670
VIRAT_S_000203_09_001789_001842,1,205,852,584,994,676
VIRAT_S_000203_09_001789_001842,1,210,848,584,988,678
VIRAT_S_000203_09_001789_001842,1,215,844,588,984,680
VIRAT_S_000203_09_001789_001842,1,220,842,588,984,682
VIRAT_S_000203_09_001789_001842,1,225,840,588,978,682
VIRAT_S_000203_09_001789_001842,1,230,838,588,980,686
VIRAT_S_000203_09_001789_001842,1,235,838,592,966,686
VIRAT_S_000203_09_001789_001842,1,240,836,590,968,688
VIRAT_S_000203_09_001789_001842,1,245,834,592,958,688
VIRAT_S_000203_09_001789_001842,1,250,834,596,966,688
VIRAT_S_000203_09_001789_001842,1,255,832,598,956,692
VIRAT_S_000203_09_001789_001842,1,260,826,626,948,690
VIRAT_S_000203_09_001789_001842,1,265,824,596,964,690
VIRAT_S_000203_09_001789_001842,1,270,820,620,948,694
VIRAT_S_000203_09_001789_001842,1,275,818,622,948,696
VIRAT_S_000203_09_001789_001842,1,280,816,600,948,696
VIRAT_S_000203_09_001789_001842,1,285,810,604,964,700
VIRAT_S_000203_09_001789_001842,1,290,804,606,958,700
VIRAT_S_000203_09_001789_001842,1,295,798,608,946,700
VIRAT_S_000203_09_001789_001842,1,300,790,612,946,704
VIRAT_S_000203_09_001789_001842,1,305,784,618,938,708
VIRAT_S_000203_09_001789_001842,1,310,770,622,934,716
VIRAT_S_000203_09_001789_001842,1,315,766,628,930,720
VIRAT_S_000203_09_001789_001842,1,320,760,630,918,720
VIRAT_S_000203_09_001789_001842,1,325,750,638,916,720
VIRAT_S_000203_09_001789_001842,1,330,738,644,912,720
VIRAT_S_000203_09_001789_001842,1,335,726,652,894,720
VIRAT_S_000203_09_001789_001842,1,340,716,660,882,720
VIRAT_S_000203_09_001789_001842,1,345,704,666,872,720
VIRAT_S_000203_09_001789_001842,1,350,702,676,852,720
VIRAT_S_000203_09_001789_001842,1,355,708,682,836,720
VIRAT_S_000203_09_001789_001842,2,305,466,350,578,382
VIRAT_S_000203_09_001789_001842,2,320,448,348,560,382
VIRAT_S_000203_09_001789_001842,2,325,448,348,552,382
VIRAT_S_000203_09_001789_001842,2,330,444,348,544,382
VIRAT_S_000203_09_001789_001842,2,335,444,348,540,384
VIRAT_S_000203_09_001789_001842,2,340,446,348,536,382
VIRAT_S_000203_09_001789_001842,3,350,130,614,224,720
VIRAT_S_000203_09_001789_001842,3,355,76,548,252,720
VIRAT_S_000203_09_001789_001842,3,360,60,548,274,720
VIRAT_S_000203_09_001789_001842,3,365,78,552,296,720
VIRAT_S_000203_09_001789_001842,3,370,78,554,310,720
VIRAT_S_000203_09_001789_001842,3,375,86,560,328,720
VIRAT_S_000203_09_001789_001842,3,380,100,568,338,720
VIRAT_S_000203_09_001789_001842,3,385,114,572,350,720
VIRAT_S_000203_09_001789_001842,3,390,120,576,362,720
VIRAT_S_000203_09_001789_001842,3,395,120,578,378,720
VIRAT_S_000203_09_001789_001842,3,400,122,582,386,720
VIRAT_S_000203_09_001789_001842,3,405,138,584,394,720
VIRAT_S_000203_09_001789_001842,3,410,140,584,402,720
VIRAT_S_000203_09_001789_001842,3,415,140,586,408,720
VIRAT_S_000203_09_001789_001842,3,420,174,590,418,720
VIRAT_S_000203_09_001789_001842,3,425,174,594,432,720
VIRAT_S_000203_09_001789_001842,3,430,174,598,432,720
VIRAT_S_000203_09_001789_001842,3,435,176,602,442,720
VIRAT_S_000203_09_001789_001842,3,440,176,608,448,720
VIRAT_S_000203_09_001789_001842,3,445,182,624,454,720
VIRAT_S_000203_09_001789_001842,3,450,198,634,456,720
VIRAT_S_000203_09_001789_001842,3,455,290,648,456,720
VIRAT_S_000203_09_001789_001842,3,460,304,658,448,720
VIRAT_S_000203_09_001789_001842,3,465,320,662,446,720
VIRAT_S_000203_09_001789_001842,3,470,334,672,444,720
VIRAT_S_000203_09_001789_001842,3,475,344,680,446,720
VIRAT_S_000203_09_001789_001842,4,350,60,550,188,612
VIRAT_S_000203_09_001789_001842,5,1120,864,676,1014,720
VIRAT_S_000203_09_001789_001842,5,1125,864,662,1040,720
VIRAT_S_000203_09_001789_001842,5,1130,890,648,1056,720
VIRAT_S_000203_09_001789_001842,5,1135,914,636,1072,720
VIRAT_S_000203_09_001789_001842,5,1140,938,622,1084,716
VIRAT_S_000203_09_001789_001842,5,1145,970,606,1104,708
VIRAT_S_000203_09_001789_001842,5,1150,990,594,1118,698
VIRAT_S_000203_09_001789_001842,5,1155,1004,584,1134,686
VIRAT_S_000203_09_001789_001842,5,1160,1024,574,1144,666
VIRAT_S_000203_09_001789_001842,5,1165,1038,564,1150,660
VIRAT_S_000203_09_001789_001842,5,1170,1052,554,1152,642
VIRAT_S_000203_09_001789_001842,5,1175,1080,542,1194,628
VIRAT_S_000203_09_001789_001842,5,1180,1094,532,1156,618
VIRAT_S_000203_09_001789_001842,5,1185,1120,526,1214,606
VIRAT_S_000203_09_001789_001842,5,1190,1134,526,1222,594
VIRAT_S_000203_09_001789_001842,5,1195,1152,508,1232,578
VIRAT_S_000203_09_001789_001842,5,1200,1160,500,1242,568
VIRAT_S_000203_09_001789_001842,5,1205,1162,492,1246,556
VIRAT_S_000203_09_001789_001842,5,1210,1162,484,1254,544
VIRAT_S_000203_09_001789_001842,5,1215,1172,478,1256,540
VIRAT_S_000200_04_000937_001443,0,0,0,0,1280,720
VIRAT_S_000200_04_000937_001443,1,5,924,610,1094,720
VIRAT_S_000200_04_000937_001443,1,10,940,598,1114,712
VIRAT_S_000200_04_000937_001443,1,15,960,588,1128,702
VIRAT_S_000200_04_000937_001443,1,20,978,578,1136,688
VIRAT_S_000200_04_000937_001443,1,25,994,568,1144,676
VIRAT_S_000200_04_000937_001443,1,30,1010,560,1146,662
VIRAT_S_000200_04_000937_001443,1,35,1048,548,1152,652
VIRAT_S_000200_04_000937_001443,1,40,1064,538,1154,636
VIRAT_S_000200_04_000937_001443,1,45,1078,530,1156,630
VIRAT_S_000200_04_000937_001443,1,50,1096,524,1224,620
VIRAT_S_000200_04_000937_001443,1,55,1104,524,1230,610
VIRAT_S_000200_04_000937_001443,1,60,1116,524,1236,600
VIRAT_S_000200_04_000937_001443,1,65,1150,498,1242,588
VIRAT_S_000200_04_000937_001443,1,70,1154,490,1252,572
VIRAT_S_000200_04_000937_001443,1,75,1160,484,1254,566
VIRAT_S_000200_04_000937_001443,1,80,1166,476,1254,554
VIRAT_S_000200_04_000937_001443,1,85,1172,470,1256,548
VIRAT_S_000200_04_000937_001443,1,90,1184,470,1260,538
VIRAT_S_000200_04_000937_001443,1,310,1150,484,1246,576
VIRAT_S_000200_04_000937_001443,1,315,1154,476,1240,558
VIRAT_S_000200_04_000937_001443,1,320,1158,468,1254,548
VIRAT_S_000200_04_000937_001443,1,325,1160,462,1256,530
VIRAT_S_000200_04_000937_001443,1,330,1170,462,1258,528
VIRAT_S_000200_04_000937_001443,2,215,840,688,962,720
VIRAT_S_000200_04_000937_001443,2,220,854,676,982,720
VIRAT_S_000200_04_000937_001443,2,225,852,662,998,720
VIRAT_S_000200_04_000937_001443,2,230,850,650,1024,720
VIRAT_S_000200_04_000937_001443,2,235,882,638,1034,720
VIRAT_S_000200_04_000937_001443,2,240,916,626,1050,720
VIRAT_S_000200_04_000937_001443,2,245,936,612,1072,716
VIRAT_S_000200_04_000937_001443,2,250,950,600,1088,706
VIRAT_S_000200_04_000937_001443,2,255,966,590,1114,702
VIRAT_S_000200_04_000937_001443,2,260,986,578,1128,694
VIRAT_S_000200_04_000937_001443,2,265,1008,568,1144,680
VIRAT_S_000200_04_000937_001443,2,270,1018,556,1144,668
VIRAT_S_000200_04_000937_001443,2,275,1040,544,1148,660
VIRAT_S_000200_04_000937_001443,2,280,1048,536,1154,646
VIRAT_S_000200_04_000937_001443,2,285,1070,526,1156,632
VIRAT_S_000200_04_000937_001443,2,290,1080,526,1158,620
VIRAT_S_000200_04_000937_001443,2,295,1100,526,1160,608
VIRAT_S_000200_04_000937_001443,3,670,860,682,992,720
VIRAT_S_000200_04_000937_001443,3,675,872,670,1008,720
VIRAT_S_000200_04_000937_001443,3,680,880,658,1034,720
VIRAT_S_000200_04_000937_001443,3,685,880,646,1050,720
VIRAT_S_000200_04_000937_001443,3,690,896,634,1060,720
VIRAT_S_000200_04_000937_001443,3,695,930,622,1092,720
VIRAT_S_000200_04_000937_001443,3,700,944,610,1104,718
VIRAT_S_000200_04_000937_001443,3,705,960,600,1120,712
VIRAT_S_000200_04_000937_001443,3,710,978,590,1134,706
VIRAT_S_000200_04_000937_001443,3,715,1026,562,1150,678
VIRAT_S_000200_04_000937_001443,3,720,1042,554,1152,666
VIRAT_S_000200_04_000937_001443,3,725,1056,546,1154,656
VIRAT_S_000200_04_000937_001443,3,730,1072,536,1156,646
VIRAT_S_000200_04_000937_001443,3,735,1084,528,1156,640
VIRAT_S_000200_04_000937_001443,3,965,1070,532,1154,640
VIRAT_S_000200_04_000937_001443,3,970,1084,528,1208,626
VIRAT_S_000200_04_000937_001443,3,975,1096,522,1216,618
VIRAT_S_000200_04_000937_001443,3,980,1104,526,1232,610
VIRAT_S_000200_04_000937_001443,3,985,1114,524,1230,604
VIRAT_S_000200_04_000937_001443,3,990,1122,526,1238,590
VIRAT_S_000200_04_000937_001443,3,995,1136,490,1250,578
VIRAT_S_000200_04_000937_001443,3,1000,1160,484,1252,576
VIRAT_S_000200_04_000937_001443,3,1005,1164,480,1250,562
VIRAT_S_000200_04_000937_001443,3,1010,1164,474,1254,554
VIRAT_S_000200_04_000937_001443,4,730,1152,546,1216,626
VIRAT_S_000200_04_000937_001443,4,735,1152,536,1226,614
VIRAT_S_000200_04_000937_001443,4,740,1098,526,1238,626
VIRAT_S_000200_04_000937_001443,4,745,1112,524,1242,614
VIRAT_S_000200_04_000937_001443,4,750,1124,522,1248,604
VIRAT_S_000200_04_000937_001443,4,755,1134,498,1250,594
VIRAT_S_000200_04_000937_001443,4,760,1158,490,1252,580
VIRAT_S_000200_04_000937_001443,4,765,1160,486,1254,576
VIRAT_S_000200_04_000937_001443,4,770,1168,478,1254,558
VIRAT_S_000200_04_000937_001443,4,775,1170,472,1258,552
VIRAT_S_000200_04_000937_001443,4,780,1182,474,1260,542
VIRAT_S_000200_04_000937_001443,4,1015,1172,466,1256,546
VIRAT_S_000200_04_000937_001443,4,1020,1178,468,1258,542
VIRAT_S_000200_04_000937_001443,4,1025,1186,462,1260,528
VIRAT_S_000200_04_000937_001443,5,895,858,688,980,720
VIRAT_S_000200_04_000937_001443,5,900,858,676,992,720
VIRAT_S_000200_04_000937_001443,5,905,856,664,1006,720
VIRAT_S_000200_04_000937_001443,6,910,908,626,1054,720
VIRAT_S_000200_04_000937_001443,6,915,916,616,1072,720
VIRAT_S_000200_04_000937_001443,6,920,944,606,1092,712
VIRAT_S_000200_04_000937_001443,6,925,956,598,1106,706
VIRAT_S_000200_04_000937_001443,6,930,972,590,1114,704
VIRAT_S_000200_04_000937_001443,6,935,988,580,1126,688
VIRAT_S_000200_04_000937_001443,6,940,1002,570,1138,680
VIRAT_S_000200_04_000937_001443,6,945,1014,562,1144,672
VIRAT_S_000200_04_000937_001443,6,950,1030,554,1146,668
VIRAT_S_000200_04_000937_001443,6,955,1040,546,1148,660
VIRAT_S_000200_04_000937_001443,6,960,1056,540,1152,646
VIRAT_S_000200_04_000937_001443,7,1545,1144,442,1224,496
VIRAT_S_000200_04_000937_001443,7,1550,1120,448,1224,504
VIRAT_S_000200_04_000937_001443,7,1555,1106,454,1224,512
VIRAT_S_000200_04_000937_001443,7,1560,1096,458,1212,516
VIRAT_S_000200_04_000937_001443,7,1565,1090,464,1202,520
VIRAT_S_000200_04_000937_001443,7,1570,1082,470,1192,526
VIRAT_S_000200_04_000937_001443,7,1575,1074,476,1180,544
VIRAT_S_000200_04_000937_001443,7,1580,1048,482,1156,548
VIRAT_S_000200_04_000937_001443,7,1585,1034,488,1156,556
VIRAT_S_000200_04_000937_001443,7,1590,1026,494,1152,566
VIRAT_S_000200_04_000937_001443,7,1595,1014,500,1140,576
VIRAT_S_000200_04_000937_001443,7,1600,1004,508,1128,584
VIRAT_S_000200_04_000937_001443,7,1605,982,512,1118,592
VIRAT_S_000200_04_000937_001443,7,1610,978,520,1112,600
VIRAT_S_000200_04_000937_001443,7,1615,956,526,1102,606
VIRAT_S_000200_04_000937_001443,7,1620,948,532,1088,616
VIRAT_S_000200_04_000937_001443,7,1625,934,536,1080,622
VIRAT_S_000200_04_000937_001443,7,1630,920,544,1070,632
VIRAT_S_000200_04_000937_001443,7,1635,906,550,1062,638
VIRAT_S_000200_04_000937_001443,7,1640,890,554,1048,642
VIRAT_S_000200_04_000937_001443,7,1645,884,558,1044,650
VIRAT_S_000200_04_000937_001443,7,1650,876,562,1034,656
VIRAT_S_000200_04_000937_001443,7,1655,866,566,1024,658
VIRAT_S_000200_04_000937_001443,7,1660,858,570,1024,664
VIRAT_S_000200_04_000937_001443,7,1665,854,572,1016,664
VIRAT_S_000200_04_000937_001443,7,1670,848,576,1016,670
VIRAT_S_000200_04_000937_001443,7,1675,844,576,1012,672
VIRAT_S_000200_04_000937_001443,7,1680,844,578,1014,676
VIRAT_S_000200_04_000937_001443,7,1685,842,580,1008,676
VIRAT_S_000200_04_000937_001443,7,1690,840,580,1004,676
VIRAT_S_000200_04_000937_001443,7,1695,838,580,1004,680
VIRAT_S_000200_04_000937_001443,7,1700,838,580,1004,680
VIRAT_S_000200_04_000937_001443,7,1705,836,582,1000,682
VIRAT_S_000200_04_000937_001443,7,1710,834,582,1006,682
VIRAT_S_000200_04_000937_001443,7,1715,828,584,996,684
VIRAT_S_000200_04_000937_001443,7,1720,824,584,996,686
VIRAT_S_000200_04_000937_001443,7,1725,824,586,998,686
VIRAT_S_000200_04_000937_001443,7,1730,820,586,994,690
VIRAT_S_000200_04_000937_001443,7,1735,816,590,990,696
VIRAT_S_000200_04_000937_001443,7,1740,808,592,986,700
VIRAT_S_000200_04_000937_001443,7,1745,804,596,980,702
VIRAT_S_000200_04_000937_001443,7,1750,794,600,972,704
VIRAT_S_000200_04_000937_001443,7,1755,784,604,962,706
VIRAT_S_000200_04_000937_001443,7,1760,774,610,958,712
VIRAT_S_000200_04_000937_001443,7,1765,768,614,954,720
VIRAT_S_000200_04_000937_001443,7,1770,752,620,946,720
VIRAT_S_000200_04_000937_001443,7,1775,742,628,930,720
VIRAT_S_000200_04_000937_001443,7,1780,736,634,926,720
VIRAT_S_000200_04_000937_001443,7,1785,734,642,966,720
VIRAT_S_000200_04_000937_001443,7,1790,716,652,980,720
VIRAT_S_000200_04_000937_001443,7,1795,714,660,994,720
VIRAT_S_000200_04_000937_001443,7,1800,716,666,1006,720
VIRAT_S_000200_04_000937_001443,8,1805,702,680,836,720
VIRAT_S_000200_04_000937_001443,9,1805,866,654,1026,720
VIRAT_S_000200_04_000937_001443,9,1810,852,642,1050,720
VIRAT_S_000200_04_000937_001443,9,1815,844,632,1062,720
VIRAT_S_000200_04_000937_001443,9,1820,862,622,1072,720
VIRAT_S_000200_04_000937_001443,9,1825,892,614,1084,720
VIRAT_S_000200_04_000937_001443,9,1830,910,604,1100,720
VIRAT_S_000200_04_000937_001443,9,1835,938,596,1120,720
VIRAT_S_000200_04_000937_001443,9,1840,960,586,1136,712
VIRAT_S_000200_04_000937_001443,9,1845,972,578,1140,706
VIRAT_S_000200_04_000937_001443,9,1850,984,570,1144,696
VIRAT_S_000200_04_000937_001443,9,1855,994,562,1146,688
VIRAT_S_000200_04_000937_001443,9,1860,1004,554,1146,674
VIRAT_S_000200_04_000937_001443,9,1865,1018,548,1150,668
VIRAT_S_000200_04_000937_001443,9,1870,1038,538,1154,658
VIRAT_S_000200_04_000937_001443,9,1875,1048,532,1156,646
VIRAT_S_000200_04_000937_001443,9,1880,1064,524,1158,640
VIRAT_S_000200_04_000937_001443,10,1875,1152,550,1216,630
VIRAT_S_000200_04_000937_001443,10,1880,1152,534,1228,624
VIRAT_S_000200_04_000937_001443,10,1885,1074,524,1234,636
VIRAT_S_000200_04_000937_001443,10,1890,1088,524,1238,622
VIRAT_S_000200_04_000937_001443,10,1895,1098,524,1248,612
VIRAT_S_000200_04_000937_001443,10,1900,1156,528,1248,596
VIRAT_S_000200_04_000937_001443,10,1905,1142,494,1250,592
VIRAT_S_000200_04_000937_001443,10,1910,1124,486,1252,584
VIRAT_S_000200_04_000937_001443,10,1915,1132,482,1254,574
VIRAT_S_000200_04_000937_001443,10,1920,1156,476,1254,566
VIRAT_S_000200_04_000937_001443,10,1925,1162,466,1256,552
VIRAT_S_000200_04_000937_001443,10,1930,1166,464,1260,542
VIRAT_S_000200_04_000937_001443,10,1935,1176,464,1260,530
VIRAT_S_000200_04_000937_001443,10,1940,1182,462,1258,528
VIRAT_S_000200_04_000937_001443,11,2205,116,616,216,670
